date,BOCORWF1,CAPTL_WF,CULLRGWF,GULLRWF1,GUNNING1,SAPHWF1,TARALGA1,WOODLWN1,WRWF1
2018/1/9 7:00,40.64416667,11.76433375,0.565,24.507005,6.614298333,0,22.83968667,0.8842525,4.551561667
2018/1/9 8:00,30.23833333,1.633333167,0.939166667,25.84925333,7.026106667,0,25.25062583,0.799500833,7.591146667
2018/1/9 9:00,60.51833333,11.267999,7.685833333,13.140085,7.470185833,0,28.0790575,13.5592475,14.48062333
2018/1/9 10:00,73.62416667,71.337332,8.414166667,36.3995225,7.433489167,0,72.51687667,37.75349833,62.27197833
2018/1/9 11:00,105.9341667,104.5669995,13.03083333,105.1095583,26.8664075,0,86.94968333,38.67600083,28.25708417
2018/1/9 12:00,101.7991667,76.11166583,21.39916667,116.2699517,32.8414275,0,89.53406667,29.77725,14.7285425
2018/1/9 13:00,83.0475,71.97366708,18.38750017,105.7265017,28.7423025,0,88.89531333,25.31999667,10.47218917
2018/1/9 14:00,68.66583333,40.99366817,19.78416658,86.7343975,29.32106833,0,76.04250583,15.4717475,4.275830833
2018/1/9 15:00,76.47416667,54.24566775,23.66083333,119.2164308,38.81830083,0,73.44500417,10.96275667,0.570000833
2018/1/9 16:00,87.53916667,18.30099992,25.16249983,106.0669575,31.5470825,0,71.32344,7.225505833,-0.9871875
2018/1/9 17:00,67.97416667,3.33733375,6.928333167,16.96461333,4.262190833,0,47.54906,3.03225,-1.303333333
2018/1/9 18:00,25.23833333,0,2.865833333,13.88586083,2.890878333,0,43.62155917,1.53375,-1.316875
2018/1/9 19:00,34.60833333,5.040666583,0.68,14.41918917,5.183406667,0,36.18593167,1.38,16.78500083
2018/1/9 20:00,32.09166667,51.52299875,1.103333333,20.63041333,4.602875833,0,15.79906083,11.8477525,32.93062917
2018/1/9 21:00,14.69666667,74.44266567,5.445,15.83053583,4.6125075,0,20.63218667,15.70500167,27.863125
2018/1/9 22:00,20.99083333,79.02566783,9.219166667,22.28753167,18.09619167,0,22.29750333,16.76325167,27.88062583
2018/1/9 23:00,16.7875,54.91999875,8.878333333,24.69898917,15.186475,0,21.87437583,12.8437475,22.30552083
2018/1/10 0:00,20.42833333,32.798999,8.185833333,27.77943,20.3058725,0,35.896875,10.0304975,24.45885583
2018/1/10 1:00,16.095,15.7509995,8.61,21.83187667,19.53501667,0,24.35124833,7.892995833,50.52666583
2018/1/10 2:00,12.97,10.52966758,10.71333333,26.01136417,19.804795,0,25.686875,6.473246667,90.735625
2018/1/10 3:00,6.740833333,22.23333425,14.70333333,35.53256917,22.17859,0,30.6984325,9.164253333,100.791045
2018/1/10 4:00,3.139166667,19.33000058,20.11583308,40.94255167,29.91134417,0,31.5884375,11.54925167,97.10020833
2018/1/10 5:00,3.668333333,13.30999992,15.65333325,50.58576167,28.08616833,0,27.04906167,14.76299667,110.1481258
2018/1/10 6:00,1.846666667,22.62566708,11.1925,47.84664083,27.77724333,0,31.5612475,12.36149917,96.5085425
2018/1/10 7:00,0,15.50933333,13.5575,40.71213833,26.61414917,0,29.31374583,9.133498333,46.5692725
2018/1/10 8:00,0,1.774333917,14.53166675,47.61711083,23.86372083,0,25.96125,3.762750833,64.79843833
2018/1/10 9:00,0.103333333,9.22866625,14.12083333,34.92586083,20.9571125,0,22.708745,2.9325,94.75958333
2018/1/10 10:00,3.459166667,11.9816665,9.3575,25.95078417,17.02362083,0,20.14687583,2.830500833,31.54958167
2018/1/10 11:00,6.21,0,8.006666667,25.59326667,14.52168083,0,21.4906225,1.460255833,1.990415833
2018/1/10 12:00,10.44083333,0,6.634166667,20.16876,10.08056583,0,23.34624917,2.606998333,-1.062188333
2018/1/10 13:00,15.70833333,1.856334083,7.270833333,19.06886333,7.81561,0,23.57282,4.785000833,-1.175625
2018/1/10 14:00,20.77583333,11.31533367,6.815833333,22.218405,7.611028333,0,25.676875,6.86325,-0.642815
2018/1/10 15:00,28.40166667,5.942332667,7.7925,29.44336417,12.59116917,0,28.96405833,4.1669975,-0.677916667
2018/1/10 16:00,44.16833333,12.50633425,10.86333333,49.8945825,20.51924917,0,29.483125,7.0664975,-0.846458333
2018/1/10 17:00,43.335,25.00266658,14.24666667,61.61647417,28.0884825,0,30.18593417,11.6857425,42.12999917
2018/1/10 18:00,53.69916667,57.71599958,23.09083333,69.6998575,34.2278175,0,31.51093417,21.422245,111.3459383
2018/1/10 19:00,29.5025,72.82233192,25.19666642,74.0244,35.3583125,0,32.9156225,35.29725167,114.0204175
